domain,keyword_combinations,predefined_title,predefined_answer,severity_tier,action_url
relationships,misunderstanding with a friend has created a massive emotional distance between us or i just went through a terrible breakup and i feel completely lonely and isolated or had a massive toxic fight and argument with my boyfriend and he is ghosting me,Relational Attachment Anxiety Management (Ref: P-51),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",1,https://university.edu/support/relationships
psychology,i am hitting a total wall with my thesis and my mind is blanking out completely or i feel super anxious and overwhelmed by my poor grades and low gpa or scared of freezing up during my university examinations and ruining my career scores,Academic Evaluation Anxiety (Ref: P-52),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",1,https://university.edu/support/psychology
mental_health,my chest is tight and i am hyperventilating shaking and panicking right now or brain fog is making it impossible to stay awake and i have zero energy left or i feel deeply depressed sad unmotivated and empty inside my room,Severe Overwhelm Crisis Stabilization (Ref: P-53),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,the loneliness is driving me to a complete breakdown and i feel totally abandoned or i feel rejected by my close friends group and the distance is making me sad or my girlfriend lied to me and i have severe trust issues and jealousy problems,Relational Attachment Anxiety Management (Ref: P-54),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",2,https://university.edu/support/relationships
psychology,i am hitting a total wall with my thesis and my mind is blanking out completely or cramming for this competitive quiz ranking is causing heavy cognitive overload or i am stressed about failing this final presentation and viva tomorrow,Performance Anxiety Regulation (Ref: P-55),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",1,https://university.edu/support/psychology
mental_health,my chest is tight and i am hyperventilating shaking and panicking right now or i cannot sleep at all because my mind is racing with bad nightmares and insomnia or i feel deeply depressed sad unmotivated and empty inside my room,Nervous System De-escalation Protocol (Ref: P-56),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,i feel rejected by my close friends group and the distance is making me sad or had a massive toxic fight and argument with my boyfriend and he is ghosting me or my girlfriend lied to me and i have severe trust issues and jealousy problems,Communication Disconnection Reframe (Ref: P-57),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,this massive assignment deadline is giving me severe test anxiety and task paralysis or i am hitting a total wall with my thesis and my mind is blanking out completely or i am completely panicking about my upcoming midterm exam,Cognitive Overload Management (Ref: P-58),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,i feel deeply depressed sad unmotivated and empty inside my room or i am at my absolute breaking point and feel like i am losing my mind or i am physically collapsing from stress and i cannot cope with reality anymore,Somatic Hyper-Arousal Mitigation (Ref: P-59),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,i feel rejected by my close friends group and the distance is making me sad or misunderstanding with a friend has created a massive emotional distance between us or my girlfriend lied to me and i have severe trust issues and jealousy problems,Relational Rejection Processing (Ref: P-60),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",1,https://university.edu/support/relationships
